Car,Year,Price,Color,Fuel,Origin,License,Gear,Glass,Power,Meter,Passengers,Payment,Previous_owners,Condition,Central_locking,Alarm,Radio,Sunroof,Magnesium_wheels,Leather_seats,Airbag,For_sale,For_exchange
Hyundai,2006,60000,أبيض,0,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,1,1,1,1,1,1
BMW,2002,59000,أسود ميتالك,1,خصوصي,1,1,1,3000,2,5,1,4,1,1,1,1,1,1,0,1,1,0
Volkswagen,2002,42000,سكني,0,خصوصي,1,0,1,2000,3,5,0,3,0,0,0,0,0,0,0,0,1,0
Opel,1998,31000,أحمر,1,خصوصي,1,2,0,1400,3,5,0,4,0,1,1,1,0,0,1,1,1,0
BMW,2014,125000,أبيض عاجي,1,خصوصي,1,2,1,1600,3,5,0,0,1,1,1,1,1,1,1,1,1,0
Volkswagen,2005,52000,أبيض,0,تجاري,1,0,1,2500,3,5,0,2,0,0,1,1,0,0,0,0,1,0
Mercedes,2001,32000,أبيض,0,عمومي,1,2,1,2500,0,5,1,3,1,1,1,1,0,0,1,1,1,1
Volkswagen,2006,68000,فضي,0,خصوصي,1,2,1,2000,3,5,1,3,1,1,1,1,1,1,1,1,1,0
Volkswagen,2002,5000,أبيض,0,خصوصي,0,2,1,2000,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Volkswagen,2002,62000,أزرق,1,خصوصي,1,0,1,2000,3,5,0,3,1,1,1,1,1,1,1,1,1,0
Skoda,2008,50000,أصفر,0,عمومي,1,0,1,1900,3,5,0,2,1,1,1,1,0,0,1,1,1,0
Skoda,2014,90000,سكني,0,خصوصي,1,0,1,1600,2,5,0,1,1,1,0,1,0,0,0,1,1,0
Skoda,2004,46000,أبيض,0,عمومي,1,0,1,1900,0,5,1,5,1,1,1,1,0,0,1,1,1,0
Volkswagen,1998,32000,أزرق سماوي,1,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Kia,2014,70000,أبيض عاجي,1,خصوصي,1,1,1,1400,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Volkswagen,2005,48000,فضي,0,خصوصي,1,2,1,1900,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Ford,2013,70000,أخضر,1,خصوصي,1,2,1,1600,3,6,0,2,1,1,1,1,0,1,0,1,1,0
Volkswagen,2008,70000,أبيض,0,عمومي,1,0,1,1900,3,5,0,2,1,0,0,1,0,0,1,0,1,0
Volkswagen,2014,145000,أحمر,1,خصوصي,1,2,1,2000,4,5,0,1,1,1,1,1,0,1,0,1,1,0
Peugeot,2004,32000,أبيض عاجي,1,خصوصي,1,2,1,1600,0,5,1,3,1,1,0,1,0,1,0,1,1,1
Skoda,2014,97000,أبيض,0,خصوصي,1,2,1,1600,3,5,0,0,1,1,1,1,0,1,1,1,1,1
BMW,1987,26000,أسود ميتالك,1,خصوصي,1,0,1,1800,0,5,0,6,1,1,1,1,0,1,1,1,1,0
Skoda,2007,57000,سكني,0,عمومي,1,0,1,1900,3,5,1,2,0,0,1,1,0,1,0,0,1,0
Volkswagen,2001,7500,أبيض,0,خصوصي,1,0,1,2400,2,7,0,4,1,1,0,1,0,0,1,0,1,0
Mercedes,1994,26500,أبيض عاجي,0,تجاري,1,0,0,2500,0,3,1,2,0,0,0,1,0,0,0,0,1,0
Hyundai,2006,32000,أبيض عاجي,0,عمومي,1,0,1,2500,3,8,0,2,0,0,1,1,0,0,0,0,1,0
Skoda,2002,44000,أبيض عاجي,0,عمومي,1,0,1,1900,0,5,1,3,1,1,1,1,0,1,0,1,1,1
Peugeot,2011,45000,خمري,1,خصوصي,1,2,1,1600,4,5,0,1,1,1,1,1,0,0,0,1,1,0
Opel,2006,40000,كحلي,1,خصوصي,1,0,1,1600,2,5,0,3,1,1,1,1,0,1,0,1,1,1
Volkswagen,2001,25000,أبيض,0,عمومي,1,0,1,1900,4,5,0,4,0,0,0,1,0,0,0,1,1,0
Peugeot,2008,37000,خمري,1,خصوصي,1,2,1,1600,3,5,0,3,1,1,1,1,0,1,0,1,1,0
Skoda,2010,52000,أحمر,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,0,0,1,1,1,0
Opel,2016,69000,أسود ميتالك,1,خصوصي,1,2,1,1400,4,5,0,0,1,1,1,1,0,1,0,1,1,0
Volkswagen,2005,50000,فيراني,0,خصوصي,1,2,1,1900,4,5,1,2,1,1,1,1,1,1,0,1,1,1
Volkswagen,2014,59000,أزرق,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,0,1,0,1,0,1,1,0
Volkswagen,2004,36000,أسود,1,خصوصي,1,2,1,1600,0,5,1,2,1,0,1,1,1,0,0,0,1,0
Volkswagen,2010,74900,أخضر,0,خصوصي,1,2,1,1900,3,7,0,2,1,1,1,1,0,1,1,1,1,1
Kia,2007,53000,فضي,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Hyundai,2008,65000,سكني,0,خصوصي,1,2,1,2000,3,6,0,2,1,1,1,1,1,1,0,1,1,0
Volkswagen,2014,125000,فضي,0,خصوصي,1,2,1,1600,3,7,0,0,1,1,0,1,1,1,0,1,1,0
Volkswagen,2014,59000,خمري,1,خصوصي,1,0,1,1200,3,6,0,1,1,1,0,1,0,0,0,1,1,0
Seat,2014,73000,فيراني,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,0,1,0,1,0,1,1,1
Volkswagen,1999,23000,أبيض عاجي,0,عمومي,1,0,1,1900,4,5,0,6,1,0,0,1,0,1,0,0,1,0
Opel,2009,35000,فضي,1,خصوصي,1,0,1,1400,3,5,0,4,0,1,1,1,0,1,0,1,1,0
Volkswagen,2002,43000,أسود,1,خصوصي,1,2,1,1600,4,5,0,2,1,1,1,1,0,0,0,1,1,0
Opel,2003,35500,فضي,1,خصوصي,1,2,1,1400,1,5,1,4,1,1,1,1,0,0,0,1,1,0
Ford,2014,47000,فيراني,1,خصوصي,1,0,1,1250,3,5,0,0,1,1,0,1,0,0,0,1,1,0
Hyundai,2013,135000,أبيض,0,خصوصي,1,2,1,2200,4,8,0,1,1,1,1,1,1,1,1,1,1,0
Opel,2002,33000,سكني,1,خصوصي,1,0,1,1200,2,5,0,2,1,0,0,0,0,0,0,1,1,0
BMW,2005,80000,فضي,1,خصوصي,1,2,1,2000,3,5,0,2,1,0,0,0,1,1,0,1,1,0
Audi,2013,156000,أسود ميتالك,0,خصوصي,1,2,1,3000,3,5,1,0,1,1,1,1,1,1,1,1,1,1
Volkswagen,2011,83000,سكني,0,خصوصي,1,0,1,1600,3,7,0,2,1,1,1,1,0,1,0,1,1,1
Skoda,2004,35000,أبيض,0,عمومي,1,0,1,1900,0,5,0,9,1,1,1,1,0,0,1,0,1,0
Volkswagen,2009,48000,سكني,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Skoda,2014,75999,أبيض,0,خصوصي,1,0,1,1600,1,5,0,1,1,1,1,1,0,1,1,1,1,0
Hyundai,2014,60000,أبيض,1,خصوصي,1,1,1,1400,3,5,0,2,1,1,1,1,0,0,1,1,1,1
Volkswagen,2007,30000,فضي,0,خصوصي,0,2,1,1900,0,7,0,2,1,1,1,1,0,0,0,1,1,0
Skoda,2010,75000,فضي,0,خصوصي,1,2,1,1900,2,5,0,2,1,1,0,1,0,1,0,0,1,1
BMW,1983,13000,زيتي,1,خصوصي,1,2,0,1800,4,5,0,7,1,1,0,1,0,1,0,0,1,0
Hyundai,2015,88996,فضي,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Hyundai,2015,67000,أبيض,1,خصوصي,1,2,1,1400,4,5,1,0,1,1,1,1,0,1,1,1,1,0
Hyundai,2014,85000,سكني,0,خصوصي,1,2,1,2000,4,5,1,0,1,1,1,1,0,1,1,1,1,0
Skoda,2011,80000,رمادي,0,خصوصي,1,2,1,1600,2,5,1,3,1,1,1,1,0,1,1,1,1,0
Volkswagen,1982,42000,أبيض,0,خصوصي,1,0,1,1900,4,7,0,6,0,1,0,1,0,0,1,0,1,0
Fiat,1986,13500,أبيض,1,خصوصي,1,0,0,1300,4,5,0,2,0,0,0,1,0,1,0,0,1,1
Kia,2009,57000,أبيض,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,0,1,0,1,1,1,1,0
Volkswagen,2016,115000,أحمر,0,خصوصي,1,0,1,2000,4,7,0,1,1,1,1,1,0,0,0,1,1,0
Volkswagen,2007,53000,أسود ميتالك,0,عمومي,1,2,1,2000,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Hyundai,2012,81000,فضي,0,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,2007,86000,أبيض,1,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Hyundai,2014,94000,فيراني,0,خصوصي,1,2,1,2000,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Volkswagen,2014,135000,فضي,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Hyundai,2008,63000,فضي,0,خصوصي,1,2,1,1995,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Hyundai,2006,42000,أبيض,1,خصوصي,1,2,1,1600,0,5,0,5,1,1,1,1,0,1,1,1,1,0
Skoda,2013,95000,أبيض,0,خصوصي,1,1,1,1600,4,5,0,1,1,1,0,1,0,1,0,0,1,1
Volkswagen,2014,100000,سكني,0,خصوصي,1,0,1,1600,4,7,1,1,1,1,1,1,0,1,1,1,1,0
Chevrolet,2008,28000,فضي,1,تأجير,1,2,1,1600,3,5,0,2,1,1,1,1,0,0,0,1,1,0
Opel,1998,26000,أسود,1,خصوصي,1,0,0,1600,3,5,0,4,1,1,1,1,0,0,0,0,1,1
Opel,2003,32000,أبيض,0,خصوصي,1,0,1,2000,2,5,0,2,1,1,0,1,1,1,0,1,1,0
Volkswagen,2014,99000,فضي,1,خصوصي,1,0,1,1600,3,7,0,0,1,1,0,1,0,0,0,1,1,0
Volkswagen,2005,65000,أسود,0,خصوصي,1,1,1,1900,1,5,1,7,1,1,1,1,0,1,1,1,1,0
Kia,2014,65000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,1,1,0,1,1,0,1,1,1,1,1
Skoda,2005,39000,أبيض,0,عمومي,1,0,1,1900,3,5,1,4,1,1,1,1,0,1,1,0,1,0
Peugeot,2012,42000,رمادي,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,0,0,1,1,1
Volkswagen,2014,70000,فيراني,1,خصوصي,1,0,1,1200,3,5,1,2,1,1,1,1,0,1,0,1,1,0
Volkswagen,2006,56000,بني,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Hyundai,2006,41000,أحمر,1,خصوصي,1,2,1,1400,3,5,0,6,1,1,1,1,0,1,1,1,1,0
Hyundai,2014,113000,أبيض,0,خصوصي,1,2,1,2000,4,5,0,1,1,1,0,1,1,1,1,1,1,0
Volkswagen,2013,98000,فيراني,1,خصوصي,1,2,1,1600,2,7,0,1,1,1,1,1,0,1,1,1,1,0
Seat,2007,37500,أبيض,0,عمومي,1,0,1,1900,3,5,1,10,1,1,0,1,0,1,0,0,1,1
Hyundai,2011,58000,أبيض,1,خصوصي,1,2,1,1600,3,5,1,3,1,1,1,1,1,1,1,1,1,1
Fiat,1975,13000,أخضر,1,خصوصي,1,0,1,900,3,5,0,5,0,0,1,1,0,1,1,0,1,1
Volkswagen,2014,97000,أسود,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,2008,75000,أبيض,0,خصوصي,1,0,1,2500,2,8,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,2015,77000,أبيض,1,خصوصي,1,2,1,1200,4,5,0,2,1,1,1,1,0,1,0,1,1,0
Seat,2014,99999,سكني,1,خصوصي,1,0,1,1200,3,5,0,1,1,1,1,1,0,1,0,1,1,1
Mazda,1996,28000,أبيض,1,خصوصي,1,2,1,1600,0,5,1,4,1,1,1,1,0,1,0,1,1,1
Subaru,1983,8500,أزرق سماوي,1,خصوصي,1,0,0,1600,3,5,0,2,0,0,0,1,0,0,0,0,1,0
Mercedes,1996,49000,أبيض,0,خصوصي,1,0,1,2500,3,5,0,2,0,0,0,1,0,0,0,1,1,0
Kia,2009,38000,أبيض,0,عمومي,1,0,1,1500,3,5,0,2,1,1,1,1,0,0,1,0,1,0
Volkswagen,2008,123456,أبيض,0,تجاري,1,0,1,2500,3,5,0,2,0,0,0,0,0,0,0,0,1,1
Kia,2012,60000,فضي,1,خصوصي,1,1,1,1400,4,6,0,1,1,1,1,1,0,1,0,1,1,0
Peugeot,2007,38000,خمري,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,0,1,0,1,1,0
Hyundai,2010,40000,أزرق سماوي,1,تأجير,1,2,1,1600,3,5,0,3,1,1,0,1,0,0,1,1,1,0
Peugeot,2001,25000,أبيض,0,عمومي,1,0,1,1900,0,5,1,4,1,1,1,1,0,1,0,1,1,0
Skoda,2015,78000,ذهبي,1,خصوصي,1,2,1,1200,4,5,0,1,1,1,1,0,0,0,0,1,1,1
Volkswagen,2006,64000,جيشي,1,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Peugeot,1998,31000,بيج,1,خصوصي,1,1,1,1990,4,5,1,3,1,1,1,1,0,1,1,0,1,1
BMW,2006,105000,عدة الوان,1,خصوصي,1,2,1,2500,3,5,0,2,1,1,1,1,1,1,1,1,1,1
Opel,2015,70000,فيراني,1,خصوصي,1,2,1,1400,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Fiat,2011,75000,رمادي,0,خصوصي,1,0,1,2000,2,8,1,2,1,1,1,1,0,0,1,1,1,0
Skoda,2014,85000,رصاصي,0,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,0,1,0,1,1,0
Opel,2004,51000,سكني,0,خصوصي,1,0,1,2000,0,7,0,1,1,1,0,1,0,1,1,1,1,1
Skoda,2013,82000,أسود ميتالك,0,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Kia,2014,75000,بيج,0,خصوصي,1,2,1,1600,4,5,0,1,1,1,1,1,0,1,1,1,1,1
Hyundai,2013,95000,سكني,0,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,0,1,1,1,1,0
Volkswagen,2015,65000,عدة الوان,1,خصوصي,1,0,1,1200,3,5,0,0,1,1,1,1,0,1,0,1,1,1
Peugeot,2014,49000,أسود,1,خصوصي,1,0,1,1200,4,5,0,2,1,1,1,1,0,1,0,1,1,1
Subaru,1982,3000,أبيض,1,خصوصي,1,0,0,1600,4,5,0,5,0,0,0,1,0,0,0,0,1,0
Kia,2007,47000,سكني,1,خصوصي,1,1,1,1600,3,5,1,2,1,0,0,1,0,1,0,0,1,0
BMW,1985,25000,أسود ميتالك,1,خصوصي,1,0,1,1800,2,5,0,3,0,1,1,1,0,1,1,0,1,0
Hyundai,2014,80000,سكني,1,خصوصي,1,0,1,1400,4,5,0,1,1,1,1,1,0,1,1,1,1,0
Seat,2014,64000,أبيض,1,خصوصي,1,2,1,1200,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Citroen,2014,81999,رصاصي,0,خصوصي,1,1,1,1600,3,7,1,1,1,1,1,0,0,1,0,1,1,1
Volkswagen,2007,140000,أسود ميتالك,0,خصوصي,1,1,1,3000,1,5,0,3,1,1,1,1,1,1,1,1,1,0
Hyundai,2008,48000,فضي,1,خصوصي,1,2,1,1600,3,5,0,3,1,1,1,1,0,1,1,1,1,0
Hyundai,2006,42000,أبيض,1,خصوصي,1,2,1,1600,4,5,0,2,1,1,1,1,0,0,1,1,1,1
Volkswagen,2003,50000,كحلي,1,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Subaru,1983,12000,أزرق سماوي,1,خصوصي,1,0,0,1600,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Opel,1983,13000,أبيض,1,خصوصي,1,0,0,1300,3,5,0,1,0,0,0,0,0,0,0,0,1,0
Honda,1999,44500,رمادي,1,خصوصي,1,0,1,1600,2,5,0,3,1,1,1,1,0,1,0,1,1,1
Hyundai,2011,86000,أسود ميتالك,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,1,1,1,1
Mazda,2010,70000,أحمر,1,خصوصي,1,1,1,2000,2,5,0,3,1,1,1,1,1,1,1,1,1,0
Ford,2014,66000,أحمر,1,خصوصي,1,2,1,1600,4,6,0,2,1,1,1,1,0,0,0,1,1,0
Daewoo,2002,26000,أحمر,1,خصوصي,1,2,1,1500,2,5,0,4,1,1,0,1,0,1,1,1,1,0
Kia,2010,57000,سكني,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,0,1,0,1,1,1,1,0
Hyundai,2015,135000,كحلي,0,خصوصي,1,1,1,2200,3,7,1,1,1,1,0,1,1,1,1,1,1,1
Peugeot,2005,32000,كحلي,1,خصوصي,1,2,1,1600,3,5,0,4,1,1,0,1,0,0,0,1,1,0
Kia,2010,35000,أبيض عاجي,0,عمومي,1,0,1,1500,0,5,0,3,1,1,1,1,0,1,0,1,1,0
BMW,2007,125000,أسود ميتالك,1,خصوصي,1,2,1,3000,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Kia,2010,45000,أبيض عاجي,0,عمومي,1,0,1,2000,0,5,0,1,1,1,1,1,0,1,0,1,1,1
Chevrolet,2008,33000,سكني,1,تأجير,1,2,1,1400,2,5,0,2,1,1,1,1,0,0,0,1,1,1
Volkswagen,1998,3000,سكني,1,خصوصي,0,2,1,2000,4,5,0,0,1,1,1,1,1,1,1,1,1,0
Mitsubishi,2013,80000,أسود,1,خصوصي,1,2,1,1800,3,5,0,2,1,1,1,1,1,1,0,1,1,0
Hyundai,2006,40000,أبيض عاجي,1,خصوصي,1,2,1,1600,3,6,0,2,1,1,1,1,0,1,0,1,1,1
Volkswagen,1999,45000,خمري,0,عمومي,1,0,1,2500,3,8,1,2,1,1,1,1,0,1,1,1,1,1
Mercedes,2015,156000,أسود ميتالك,1,خصوصي,1,2,1,1600,4,5,0,1,1,1,1,1,1,1,1,1,1,0
Hyundai,1999,26000,سكني,0,عمومي,1,0,1,2500,1,8,1,2,0,1,1,1,0,0,0,0,1,1
Skoda,2009,80000,سكني,0,خصوصي,1,2,1,1900,4,5,1,3,1,1,1,1,1,1,1,1,1,0
Mercedes,2006,79000,أسود ميتالك,1,خصوصي,1,2,1,2500,4,5,0,3,1,1,1,1,1,1,1,1,1,1
Volkswagen,1999,25000,أحمر,0,عمومي,1,0,1,1900,3,5,1,3,1,1,1,1,1,1,1,1,1,1
BMW,2007,115000,أسود,1,خصوصي,1,1,1,2500,2,5,0,2,1,1,1,1,1,1,1,1,1,1
Kia,2004,30000,أبيض,1,تدريب سياقة,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,0,1,0
Hyundai,2008,64000,فضي,0,خصوصي,1,2,1,1990,3,5,1,1,1,1,1,1,1,1,1,1,1,1
Volkswagen,2002,58000,بترولي,1,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,0,1,1,1
Hyundai,2008,48000,فيراني,1,خصوصي,1,2,1,1600,4,5,1,0,1,1,1,1,1,1,1,1,1,1
Kia,2010,40000,أبيض,0,عمومي,1,0,1,1600,3,5,1,2,1,1,1,1,0,1,1,0,1,1
Skoda,2014,93000,بني,0,خصوصي,1,0,1,1600,3,5,1,2,1,1,1,1,0,1,0,1,1,1
Peugeot,2007,37000,سكني,1,خصوصي,1,0,1,1600,2,5,0,5,1,1,1,1,1,1,1,1,1,1
Kia,2015,62000,أبيض,1,خصوصي,1,2,1,1400,4,5,0,0,1,1,1,1,0,0,0,1,1,0
Peugeot,2007,40000,أبيض,1,خصوصي,1,2,1,1600,3,5,1,2,1,1,1,1,1,1,0,1,1,1
Opel,1986,16000,أحمر,1,خصوصي,1,0,0,1600,4,5,0,3,1,1,1,1,0,1,1,1,1,1
Skoda,2013,98000,أبيض,0,خصوصي,1,2,1,1600,3,5,1,1,1,1,1,1,0,1,1,1,1,0
Kia,2014,65000,عدة الوان,1,خصوصي,1,2,1,1400,4,5,1,0,1,1,1,0,0,1,0,1,1,1
Hyundai,2014,89999,عدة الوان,0,خصوصي,1,2,1,2000,3,5,0,0,1,1,1,1,0,1,1,1,1,0
Hyundai,2015,70000,أبيض,0,خصوصي,1,2,1,1600,3,6,0,1,1,1,1,1,0,1,0,1,1,1
BMW,2004,100000,فيراني,1,خصوصي,1,2,1,2500,2,5,1,10,1,1,1,1,1,1,1,1,1,0
Kia,2014,65000,أبيض,1,خصوصي,1,2,1,1400,4,5,0,0,1,1,1,1,0,0,1,1,1,1
Volkswagen,2015,63000,أسود,1,خصوصي,1,0,1,1200,3,5,0,0,1,1,1,1,0,1,0,1,1,0
Audi,2011,150000,أسود,1,خصوصي,1,2,1,2008,3,5,1,2,1,1,1,1,1,1,1,1,1,1
Volkswagen,1987,20000,أحمر,0,خصوصي,1,0,0,1900,3,8,0,2,0,0,0,0,0,0,0,0,1,1
Volkswagen,2008,66000,فيراني,1,خصوصي,1,0,1,1600,3,5,0,1,1,1,0,1,0,1,0,1,1,0
Opel,2012,50000,أخضر,1,خصوصي,1,2,1,1400,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Hyundai,2014,98000,رمادي,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,1,1,1,1
Fiat,1980,3500,أبيض,1,خصوصي,1,0,0,900,3,5,0,2,0,1,0,0,0,1,0,0,1,0
Kia,2007,5500,رصاصي,1,خصوصي,1,1,1,1600,4,5,1,3,1,1,1,1,1,1,1,1,1,1
Volkswagen,1985,14000,فيراني,1,خصوصي,1,0,0,1300,4,5,0,2,1,0,1,1,0,0,1,0,1,0
Hyundai,1999,23000,أحمر,1,خصوصي,1,0,0,1000,3,5,0,3,1,1,1,1,0,0,0,1,1,1
Hyundai,2014,78000,أبيض عاجي,1,خصوصي,1,0,1,1600,3,5,1,2,1,1,1,1,1,1,0,1,1,1
Hyundai,2010,35000,أسود,1,تأجير,1,2,1,1400,4,5,1,1,1,1,1,1,0,1,1,1,1,1
Kia,2015,120000,أسود,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,1,1,1,1,1,1
Skoda,2011,85000,فضي,0,خصوصي,1,0,1,1600,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Volkswagen,2010,115000,أسود ميتالك,0,خصوصي,1,2,1,2000,2,5,0,2,1,1,1,1,1,1,1,1,1,0
Peugeot,2011,35000,أزرق,1,خصوصي,1,0,1,1000,3,5,0,5,1,1,0,1,0,1,0,1,1,1
Hyundai,2008,55000,فضي,0,خصوصي,1,2,1,1600,3,5,1,2,1,1,1,1,0,1,1,1,1,1
Mercedes,2003,85000,أسود ميتالك,0,خصوصي,1,2,1,2700,1,5,0,3,1,1,1,1,1,1,1,1,1,0
Hyundai,2014,133500,أبيض عاجي,0,خصوصي,1,2,1,2000,4,7,0,2,1,1,1,1,1,1,1,1,1,0
Mazda,2010,85000,زيتي,1,خصوصي,1,2,1,2000,4,8,0,1,1,1,0,1,0,1,0,1,1,0
Mazda,1995,23000,أبيض عاجي,1,خصوصي,1,0,1,1800,3,5,0,4,1,1,1,1,1,1,0,1,1,0
Hyundai,2006,59000,أسود ميتالك,0,خصوصي,1,2,1,2000,3,6,0,4,1,1,1,1,1,1,1,1,1,0
Kia,2013,85000,أسود,1,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Hyundai,2007,60000,سكني,0,خصوصي,1,2,1,2000,4,5,0,4,1,1,1,1,1,1,1,1,1,0
Subaru,1983,8000,فيراني,1,خصوصي,1,0,0,1600,4,5,0,3,0,0,0,0,0,0,0,0,1,0
Daewoo,2002,30000,ذهبي,1,خصوصي,1,2,0,1500,3,5,0,2,1,1,0,1,0,0,0,1,1,0
Mercedes,1997,24000,أبيض,0,عمومي,1,2,1,2200,3,5,1,5,1,1,0,1,0,1,1,0,1,1
Kia,2008,50000,سكني,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Skoda,2005,40000,أبيض,0,عمومي,1,0,1,1900,3,5,1,2,0,0,0,0,0,1,0,0,1,0
Opel,2006,43000,خمري,1,خصوصي,1,0,1,1600,3,5,0,3,1,1,1,1,0,1,0,1,1,1
Mercedes,1999,23000,أبيض عاجي,0,عمومي,1,0,1,2300,0,8,1,5,0,0,0,1,0,1,1,1,1,1
Volkswagen,1998,35000,أبيض,0,عمومي,1,0,1,2500,4,8,0,3,0,0,0,1,0,1,1,1,1,0
Volkswagen,2006,63000,زيتي,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,2007,70000,أسود ميتالك,0,عمومي,1,2,1,2000,4,5,0,4,1,1,1,1,0,1,1,1,1,1
Kia,2012,56000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,1,1,1,0,0,0,0,0,1,1,0
Hyundai,2008,40000,أزرق سماوي,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Audi,1986,15000,رمادي,1,خصوصي,1,0,0,1600,3,5,0,5,0,0,0,0,0,0,0,0,1,0
Skoda,2006,49000,رمادي,1,خصوصي,1,0,1,1600,2,5,1,1,1,1,0,1,0,1,0,1,1,0
Skoda,2010,75000,أسود,1,خصوصي,1,2,1,1600,3,5,0,3,1,1,1,1,0,0,0,1,1,1
Mitsubishi,2001,13500,أزرق سماوي,0,خصوصي,0,2,1,2500,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Peugeot,2014,63000,أسود ميتالك,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,0,1,0,1,1,1,1,0
Chevrolet,2007,30000,ذهبي,1,خصوصي,1,2,1,1600,3,5,1,4,1,1,1,0,0,1,0,1,1,0
Opel,2004,45000,سكني,0,خصوصي,1,0,1,1995,4,7,1,3,1,1,0,1,1,1,0,1,1,0
Volkswagen,2007,160000,أسود,0,خصوصي,1,2,1,3000,3,5,0,2,1,1,1,1,1,1,1,1,1,1
Opel,1985,13500,أخضر,1,خصوصي,1,0,0,1200,3,5,0,2,0,0,0,0,0,0,0,0,1,1
Peugeot,2007,41500,سكني,1,خصوصي,1,1,1,1600,3,5,0,1,1,1,0,1,0,0,0,1,1,1
Skoda,2014,110000,سكني,0,تدريب سياقة,1,0,1,1600,3,5,0,2,1,1,0,1,0,1,0,1,1,0
Skoda,2008,63000,أزرق,0,عمومي,1,0,1,1900,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Kia,2010,43000,أبيض,0,عمومي,1,0,1,1500,4,5,1,6,0,0,0,0,0,0,1,0,1,1
Hyundai,2006,37000,أبيض عاجي,1,خصوصي,1,2,1,1600,3,5,0,3,1,1,1,0,0,1,0,0,1,0
Opel,1984,12000,سكني,1,خصوصي,1,0,0,1600,3,5,0,2,0,0,0,1,0,1,0,0,1,1
Volkswagen,2005,60000,أسود ميتالك,1,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Hyundai,2007,65000,رصاصي,0,خصوصي,1,2,1,2900,3,7,0,1,1,1,1,1,0,0,1,1,1,0
Skoda,1996,22000,أبيض,1,خصوصي,1,0,0,1300,3,3,0,2,0,0,0,1,0,0,0,1,1,0
Hyundai,2014,94500,عدة الوان,0,خصوصي,1,2,1,2000,3,5,0,0,1,1,0,1,0,1,1,1,1,0
Volkswagen,2000,28000,كحلي,0,تدريب سياقة,1,0,1,1900,3,5,0,2,1,1,1,1,0,1,1,1,1,0
